timestamp,src_ip,dst_ip,dst_port,bytes,label,flags
2025-10-23 20:50:40.501159,192.168.100.1,10.0.10.26,366,1651,Normal,
2025-10-23 15:47:40.502163,192.168.100.1,10.0.7.10,299,4259,Begin,R
2025-10-23 16:54:40.502163,192.168.100.1,10.0.7.6,162,1691,Normal,
2025-10-23 16:14:40.502163,192.168.100.1,10.0.1.10,57,3491,Begin,F
2025-10-23 16:55:40.502163,192.168.100.1,10.0.5.23,810,2588,Normal,S
2025-10-23 11:10:40.502163,192.168.100.1,10.0.5.48,422,2233,Normal,SA
2025-10-23 22:15:40.502163,192.168.100.1,10.0.1.11,527,4770,Normal,SA
2025-10-24 00:23:40.502163,192.168.100.1,10.0.5.38,875,1877,Normal,F
2025-10-23 20:47:40.502163,192.168.100.1,10.0.6.43,328,148,Normal,
2025-10-23 18:15:40.502163,192.168.100.1,10.0.1.23,984,2500,Normal,R
2025-10-23 09:39:40.502163,192.168.100.1,10.0.5.4,205,1826,Normal,S
2025-10-23 15:05:40.502163,192.168.100.1,10.0.4.26,225,2347,Normal,SA
2025-10-23 19:37:40.502163,192.168.100.1,10.0.6.40,67,1162,Normal,SA
2025-10-23 19:35:40.502163,192.168.100.1,10.0.4.6,178,4208,Normal,R
2025-10-23 22:36:40.502163,192.168.100.1,10.0.9.25,482,633,Normal,F
2025-10-23 15:02:40.502163,192.168.100.1,10.0.7.40,530,4375,Normal,SA
2025-10-23 18:54:40.502163,192.168.100.1,10.0.2.39,413,944,Begin,
2025-10-23 19:17:40.502163,192.168.100.1,10.0.6.9,316,3149,Normal,R
2025-10-24 00:09:40.502163,192.168.100.1,10.0.6.7,326,3565,Normal,S
2025-10-23 11:10:40.502163,192.168.100.1,10.0.8.23,936,1759,Normal,
2025-10-23 22:08:40.502163,192.168.100.1,10.0.1.3,630,4634,Normal,S
2025-10-23 13:39:40.502163,192.168.100.1,10.0.9.20,586,3601,Normal,SA
2025-10-23 18:17:40.502163,192.168.100.1,10.0.5.8,211,1753,Attack,S
2025-10-23 13:47:40.502163,192.168.100.1,10.0.4.25,80,555,Begin,F
2025-10-23 11:47:40.502163,192.168.100.1,10.0.7.30,262,3619,Normal,SA
2025-10-23 20:26:40.502163,192.168.100.1,10.0.8.31,197,3092,Begin,S
2025-10-23 22:06:40.502163,192.168.100.1,10.0.1.12,623,1710,Normal,R
2025-10-23 17:02:40.502163,192.168.100.2,10.0.5.5,67,733,Normal,F
2025-10-23 13:25:40.502163,192.168.100.2,10.0.6.12,283,1834,Normal,F
2025-10-23 12:06:40.502163,192.168.100.2,10.0.9.4,743,121,Normal,F
2025-10-23 21:11:40.502163,192.168.100.2,10.0.3.32,244,3845,Normal,SA
2025-10-24 01:20:40.502163,192.168.100.2,10.0.3.26,783,1201,Normal,
2025-10-23 13:39:40.502163,192.168.100.2,10.0.2.29,1009,443,Normal,
2025-10-24 00:21:40.502163,192.168.100.2,10.0.4.19,727,4673,Normal,
2025-10-23 15:15:40.503384,192.168.100.2,10.0.3.37,468,4036,Normal,F
2025-10-23 09:04:40.503384,192.168.100.2,10.0.8.27,398,2121,Normal,SA
2025-10-23 19:07:40.503384,192.168.100.2,10.0.2.10,545,2549,Normal,S
2025-10-23 23:58:40.503384,192.168.100.2,10.0.10.38,30,3500,Normal,SA
2025-10-23 14:51:40.503384,192.168.100.2,10.0.9.47,823,3435,Normal,R
2025-10-23 21:44:40.503384,192.168.100.2,10.0.5.22,227,4468,Normal,F
2025-10-23 23:59:40.503384,192.168.100.2,10.0.7.32,164,4543,Normal,R
2025-10-23 17:00:40.503384,192.168.100.2,10.0.5.29,793,873,Begin,S
2025-10-23 18:40:40.503384,192.168.100.2,10.0.1.32,890,700,Normal,SA
2025-10-23 14:42:40.503384,192.168.100.2,10.0.2.16,940,694,Attack,SA
2025-10-23 20:12:40.503384,192.168.100.2,10.0.3.8,89,4137,Attack,F
2025-10-23 13:04:40.503384,192.168.100.2,10.0.6.38,537,1603,Normal,SA
2025-10-23 21:05:40.503384,192.168.100.2,10.0.7.25,1020,1450,Normal,R
2025-10-23 18:34:40.503384,192.168.100.2,10.0.6.41,874,214,Normal,
2025-10-23 15:06:40.503384,192.168.100.2,10.0.10.45,885,3500,Normal,SA
2025-10-23 18:33:40.503384,192.168.100.2,10.0.8.34,951,3626,Normal,R
2025-10-23 19:44:40.503384,192.168.100.2,10.0.2.44,978,4709,Normal,R
2025-10-23 18:52:40.503384,192.168.100.2,10.0.2.45,493,2812,Normal,F
2025-10-23 12:05:40.503384,192.168.100.2,10.0.6.26,764,2104,Attack,SA
2025-10-23 11:09:40.503384,192.168.100.2,10.0.3.40,364,861,Normal,F
2025-10-23 18:07:40.503384,192.168.100.2,10.0.3.29,879,3972,Normal,SA
2025-10-23 12:57:40.503384,192.168.100.2,10.0.8.18,394,4630,Begin,S
2025-10-23 21:15:40.503384,192.168.100.2,10.0.6.15,536,1643,Normal,F
2025-10-24 00:56:40.503384,192.168.100.2,10.0.9.40,21,3536,Normal,F
2025-10-23 17:30:40.503384,192.168.100.2,10.0.3.17,894,4802,Attack,S
2025-10-23 17:47:40.503384,192.168.100.2,10.0.6.30,479,554,Normal,R
2025-10-23 18:58:40.503384,192.168.100.2,10.0.3.3,569,2684,Normal,R
2025-10-23 19:29:40.503384,192.168.100.2,10.0.3.13,26,1401,Normal,R
2025-10-23 15:15:40.503384,192.168.100.2,10.0.4.28,75,3518,Normal,F
2025-10-23 23:11:40.503384,192.168.100.2,10.0.4.36,204,3366,Begin,R
2025-10-23 14:30:40.503384,192.168.100.2,10.0.8.39,548,3515,Normal,R
2025-10-23 15:29:40.503384,192.168.100.2,10.0.2.1,715,4134,Normal,R
2025-10-23 12:14:40.503384,192.168.100.2,10.0.5.16,57,764,Normal,R
2025-10-23 16:32:40.503384,192.168.100.2,10.0.2.2,379,675,Begin,
2025-10-23 12:20:40.503384,192.168.100.2,10.0.1.1,163,3442,Attack,F
2025-10-23 15:21:40.503384,192.168.100.2,10.0.7.40,1006,3411,Normal,R
2025-10-23 14:22:40.503384,192.168.100.2,10.0.3.26,763,349,Begin,R
2025-10-23 17:49:40.503384,192.168.100.2,10.0.4.34,329,4726,Normal,
2025-10-23 20:53:40.503384,192.168.100.2,10.0.5.29,698,2085,Attack,F
2025-10-24 00:53:40.503384,192.168.100.2,10.0.7.31,249,1663,Normal,
2025-10-23 21:22:40.503384,192.168.100.2,10.0.9.31,709,4270,Normal,F
2025-10-23 09:32:40.503384,192.168.100.2,10.0.4.45,696,4247,Begin,F
2025-10-23 16:58:40.503384,192.168.100.2,10.0.8.46,473,1291,Normal,F
2025-10-23 11:01:40.503384,192.168.100.3,10.0.8.5,192,4392,Attack,F
2025-10-23 17:10:40.503384,192.168.100.3,10.0.6.36,691,1680,Normal,S
2025-10-23 20:33:40.503384,192.168.100.3,10.0.6.6,552,1177,Normal,S
2025-10-23 11:43:40.503384,192.168.100.3,10.0.2.28,651,4414,Normal,F
2025-10-23 16:35:40.503384,192.168.100.3,10.0.1.14,160,2283,Normal,R
2025-10-23 13:50:40.503384,192.168.100.3,10.0.1.22,113,1295,Normal,S
2025-10-23 16:36:40.503384,192.168.100.3,10.0.8.39,50,4201,Normal,
2025-10-23 14:56:40.503384,192.168.100.3,10.0.1.49,403,1801,Normal,R
2025-10-23 22:36:40.503384,192.168.100.3,10.0.10.6,366,450,Normal,
2025-10-23 17:42:40.503384,192.168.100.3,10.0.10.13,965,4400,Normal,S
2025-10-23 20:31:40.503384,192.168.100.3,10.0.7.17,722,755,Normal,S
2025-10-23 20:08:40.503384,192.168.100.3,10.0.10.17,971,467,Normal,SA
2025-10-23 10:58:40.503384,192.168.100.3,10.0.4.11,882,3443,Normal,SA
2025-10-23 20:40:40.503384,192.168.100.3,10.0.7.15,1004,4737,Attack,S
2025-10-23 20:57:40.503384,192.168.100.3,10.0.1.23,82,4196,Normal,F
2025-10-24 01:24:40.503384,192.168.100.3,10.0.9.35,929,868,Begin,SA
2025-10-23 14:44:40.503384,192.168.100.3,10.0.5.16,826,826,Normal,R
2025-10-23 12:36:40.503384,192.168.100.3,10.0.6.18,841,533,Normal,S
2025-10-23 15:14:40.503384,192.168.100.3,10.0.3.35,148,1383,Begin,
2025-10-23 09:27:40.503384,192.168.100.3,10.0.1.21,771,435,Normal,F
2025-10-23 13:28:40.503384,192.168.100.3,10.0.1.3,729,3538,Normal,R
2025-10-23 22:13:40.503384,192.168.100.3,10.0.6.47,454,4021,Begin,S
2025-10-23 22:36:40.503384,192.168.100.3,10.0.6.11,382,3634,Normal,F
2025-10-23 12:33:40.503384,192.168.100.3,10.0.3.9,841,4497,Normal,F
2025-10-23 16:21:40.506424,192.168.100.3,10.0.5.10,532,665,Normal,
2025-10-23 20:51:40.506424,192.168.100.3,10.0.3.43,706,1630,Begin,SA
2025-10-23 17:35:40.506424,192.168.100.3,10.0.2.49,806,3188,Normal,S
2025-10-23 11:10:40.506424,192.168.100.3,10.0.3.47,20,4658,Normal,F
2025-10-23 17:08:40.506424,192.168.100.3,10.0.6.43,642,1043,Normal,R
2025-10-23 23:34:40.506424,192.168.100.3,10.0.10.19,958,3518,Attack,
2025-10-23 13:15:40.506424,192.168.100.3,10.0.2.43,860,2582,Begin,S
2025-10-23 17:42:40.506424,192.168.100.3,10.0.10.24,407,665,Normal,S
2025-10-23 23:49:40.506424,192.168.100.3,10.0.9.24,536,285,Begin,S
2025-10-23 16:05:40.506424,192.168.100.3,10.0.2.12,143,4651,Normal,S
2025-10-23 15:50:40.506424,192.168.100.3,10.0.8.33,472,4833,Normal,S
2025-10-23 20:46:40.506424,192.168.100.3,10.0.1.24,352,1398,Normal,
2025-10-23 14:48:40.506424,192.168.100.3,10.0.9.40,542,1690,Normal,R
2025-10-23 19:47:40.506424,192.168.100.3,10.0.7.36,855,4974,Normal,F
2025-10-23 14:05:40.506424,192.168.100.3,10.0.9.47,991,2979,Attack,SA
2025-10-23 22:58:40.506424,192.168.100.3,10.0.6.25,616,905,Normal,S
2025-10-23 16:37:40.506424,192.168.100.3,10.0.9.5,113,2439,Normal,S
2025-10-23 23:48:40.506424,192.168.100.3,10.0.1.27,177,4706,Normal,F
2025-10-23 20:58:40.506424,192.168.100.3,10.0.3.40,284,814,Normal,R
2025-10-23 10:04:40.506424,192.168.100.3,10.0.8.49,659,315,Normal,R
2025-10-23 13:12:40.506424,192.168.100.3,10.0.2.4,529,4962,Normal,S
2025-10-23 19:27:40.506424,192.168.100.3,10.0.5.12,146,4669,Normal,S
2025-10-23 21:19:40.506424,192.168.100.3,10.0.7.10,674,3942,Normal,SA
2025-10-23 16:20:40.506424,192.168.100.3,10.0.3.35,807,1385,Normal,R
2025-10-23 21:02:40.506424,192.168.100.3,10.0.6.7,363,1490,Begin,R
2025-10-23 11:26:40.506424,192.168.100.3,10.0.6.40,707,1993,Normal,SA
2025-10-23 09:19:40.506424,192.168.100.4,10.0.7.22,250,4361,Normal,R
2025-10-23 20:23:40.506424,192.168.100.4,10.0.5.20,93,1260,Normal,SA
2025-10-23 09:20:40.506424,192.168.100.4,10.0.9.2,617,164,Normal,S
2025-10-23 20:49:40.506424,192.168.100.4,10.0.2.12,132,4643,Normal,
2025-10-23 17:57:40.506424,192.168.100.4,10.0.7.23,1018,2997,Normal,SA
2025-10-23 21:50:40.506424,192.168.100.4,10.0.9.40,169,611,Normal,F
2025-10-23 09:46:40.506424,192.168.100.4,10.0.10.34,215,4843,Normal,
2025-10-23 09:24:40.506424,192.168.100.4,10.0.9.26,403,161,Normal,S
2025-10-24 00:03:40.506424,192.168.100.4,10.0.3.13,221,3444,Normal,SA
2025-10-23 20:12:40.506424,192.168.100.4,10.0.4.19,447,752,Normal,
2025-10-23 12:58:40.506424,192.168.100.4,10.0.7.31,361,4805,Normal,SA
2025-10-23 14:39:40.506424,192.168.100.4,10.0.1.24,693,3852,Normal,SA
2025-10-23 10:06:40.506424,192.168.100.4,10.0.1.15,870,4122,Normal,S
2025-10-23 18:33:40.506424,192.168.100.4,10.0.6.39,795,3591,Normal,
2025-10-23 19:29:40.506424,192.168.100.4,10.0.1.45,231,4502,Normal,SA
2025-10-23 20:06:40.506424,192.168.100.4,10.0.9.17,90,2488,Normal,R
2025-10-23 10:58:40.506424,192.168.100.4,10.0.3.31,765,3089,Normal,SA
2025-10-23 19:40:40.506424,192.168.100.4,10.0.10.14,232,4586,Normal,F
2025-10-23 19:04:40.506424,192.168.100.4,10.0.6.27,580,3923,Normal,F
2025-10-23 14:43:40.506424,192.168.100.4,10.0.10.42,618,1243,Normal,S
2025-10-23 10:16:40.506424,192.168.100.4,10.0.2.35,942,3638,Attack,S
2025-10-23 12:26:40.506424,192.168.100.4,10.0.9.1,265,2556,Normal,F
2025-10-23 14:24:40.506424,192.168.100.4,10.0.6.45,759,1282,Normal,R
2025-10-23 12:28:40.506424,192.168.100.4,10.0.8.46,537,2959,Begin,F
2025-10-23 16:50:40.508753,192.168.100.4,10.0.4.37,44,2228,Normal,
2025-10-23 10:21:40.508753,192.168.100.4,10.0.2.29,718,319,Attack,S
2025-10-24 00:08:40.508753,192.168.100.4,10.0.5.34,887,4494,Normal,S
2025-10-23 23:45:40.508753,192.168.100.4,10.0.6.43,674,2573,Normal,
2025-10-23 11:49:40.508753,192.168.100.4,10.0.7.20,37,1875,Normal,R
2025-10-24 01:30:40.508753,192.168.100.4,10.0.7.32,627,4531,Normal,F
2025-10-23 19:27:40.508753,192.168.100.4,10.0.10.31,607,1103,Normal,SA
2025-10-23 13:37:40.508753,192.168.100.4,10.0.4.10,477,4620,Attack,
2025-10-23 18:59:40.508753,192.168.100.4,10.0.9.20,162,942,Normal,S
2025-10-23 17:44:40.508753,192.168.100.4,10.0.2.11,753,4395,Attack,S
2025-10-23 16:30:40.508753,192.168.100.4,10.0.3.42,853,456,Normal,F
2025-10-23 14:16:40.508753,192.168.100.4,10.0.1.22,269,2734,Normal,
2025-10-23 11:45:40.508753,192.168.100.4,10.0.1.17,197,3092,Normal,F
2025-10-23 13:27:40.508753,192.168.100.4,10.0.10.25,290,132,Normal,S
2025-10-23 15:05:40.508753,192.168.100.4,10.0.1.3,626,1970,Normal,
2025-10-23 22:19:40.508753,192.168.100.4,10.0.6.48,1018,2265,Normal,R
2025-10-23 15:27:40.508753,192.168.100.4,10.0.1.4,665,3879,Normal,R
2025-10-23 19:12:40.508753,192.168.100.4,10.0.4.9,76,4714,Normal,
2025-10-23 19:58:40.508753,192.168.100.4,10.0.1.4,63,2787,Normal,
2025-10-24 01:16:40.508753,192.168.100.4,10.0.9.35,801,1621,Begin,F
2025-10-23 19:22:40.508753,192.168.100.4,10.0.6.20,920,1482,Normal,R
2025-10-24 00:37:40.508753,192.168.100.4,10.0.5.40,154,2970,Normal,SA
2025-10-23 11:24:40.508753,192.168.100.4,10.0.8.4,933,3550,Begin,SA
2025-10-23 14:35:40.508753,192.168.100.4,10.0.10.1,186,3433,Normal,F
2025-10-23 12:34:40.508753,192.168.100.4,10.0.4.36,883,2444,Normal,SA
2025-10-23 21:30:40.508753,192.168.100.4,10.0.7.26,695,4790,Attack,
2025-10-24 00:22:40.508753,192.168.100.5,10.0.4.9,975,3816,Normal,F
2025-10-23 20:51:40.509790,192.168.100.5,10.0.9.25,77,2934,Normal,SA
2025-10-23 21:28:40.509790,192.168.100.5,10.0.10.38,52,1547,Normal,S
2025-10-23 19:27:40.509790,192.168.100.5,10.0.2.23,532,1452,Normal,F
2025-10-23 15:26:40.509790,192.168.100.5,10.0.10.26,23,2359,Attack,
2025-10-23 14:03:40.509790,192.168.100.5,10.0.1.41,109,3333,Attack,S
2025-10-23 12:14:40.509790,192.168.100.5,10.0.9.1,138,3008,Normal,SA
2025-10-23 14:15:40.509790,192.168.100.5,10.0.2.14,764,734,Normal,
2025-10-23 09:00:40.509790,192.168.100.5,10.0.4.41,252,1428,Normal,
2025-10-23 17:01:40.509790,192.168.100.5,10.0.10.18,561,4410,Normal,S
2025-10-23 12:02:40.509790,192.168.100.5,10.0.8.29,481,1699,Normal,SA
2025-10-23 19:41:40.509790,192.168.100.5,10.0.6.44,919,3666,Normal,F
2025-10-23 16:15:40.509790,192.168.100.5,10.0.5.26,100,851,Normal,
2025-10-23 11:56:40.509790,192.168.100.5,10.0.9.41,659,903,Normal,F
2025-10-23 21:44:40.509790,192.168.100.5,10.0.3.31,54,388,Normal,F
2025-10-23 09:03:40.509790,192.168.100.5,10.0.7.47,383,680,Attack,
2025-10-23 13:21:40.509790,192.168.100.5,10.0.6.46,38,2009,Attack,
2025-10-23 12:48:40.509790,192.168.100.5,10.0.4.12,757,3836,Normal,R
2025-10-23 17:20:40.509790,192.168.100.5,10.0.6.27,591,4136,Normal,S
2025-10-24 00:37:40.509790,192.168.100.5,10.0.6.15,80,279,Normal,R
2025-10-23 21:21:40.509790,192.168.100.5,10.0.8.10,829,3855,Normal,SA
2025-10-23 08:57:40.509790,192.168.100.5,10.0.7.19,424,2546,Normal,R
2025-10-23 17:39:40.509790,192.168.100.5,10.0.1.34,444,2493,Normal,F
2025-10-23 09:54:40.509790,192.168.100.5,10.0.1.47,940,560,Normal,R
2025-10-23 09:47:40.509790,192.168.100.5,10.0.3.25,26,339,Normal,F
2025-10-23 22:08:40.509790,192.168.100.5,10.0.6.30,52,2016,Normal,S
2025-10-23 12:45:40.509790,192.168.100.5,10.0.7.44,976,4723,Normal,S
2025-10-23 08:59:40.509790,192.168.100.5,10.0.8.38,577,354,Normal,R
2025-10-23 13:03:40.509790,192.168.100.5,10.0.2.25,873,1286,Normal,SA
2025-10-23 15:34:40.509790,192.168.100.5,10.0.3.16,137,1011,Attack,
2025-10-23 14:30:40.509790,192.168.100.5,10.0.7.30,807,3210,Normal,F
2025-10-23 21:15:40.509790,192.168.100.5,10.0.6.21,607,4876,Begin,SA
2025-10-23 22:54:40.509790,192.168.100.5,10.0.7.14,475,1325,Normal,F
2025-10-23 21:52:40.509790,192.168.100.5,10.0.5.24,84,430,Normal,SA
2025-10-23 16:58:40.509790,192.168.100.5,10.0.10.48,781,2895,Normal,SA
2025-10-23 14:15:40.509790,192.168.100.5,10.0.3.41,45,1014,Normal,SA
2025-10-24 01:12:40.509790,192.168.100.5,10.0.4.12,525,2744,Normal,R
2025-10-23 14:23:40.509790,192.168.100.5,10.0.2.1,104,4917,Attack,SA
2025-10-23 17:16:40.509790,192.168.100.5,10.0.7.18,220,1050,Normal,
2025-10-23 23:06:40.509790,192.168.100.5,10.0.3.42,312,4343,Normal,S
2025-10-23 23:26:40.509790,192.168.100.5,10.0.9.46,724,3544,Begin,R
2025-10-23 16:24:40.509790,192.168.100.5,10.0.8.40,113,4137,Normal,
2025-10-23 18:12:40.509790,192.168.100.5,10.0.8.26,454,1973,Normal,F
2025-10-23 21:06:40.509790,192.168.100.5,10.0.1.22,991,4580,Normal,
2025-10-23 11:23:40.509790,192.168.100.5,10.0.6.24,915,3066,Normal,S
2025-10-23 19:25:40.509790,192.168.100.5,10.0.7.20,99,4376,Normal,SA
2025-10-24 00:30:40.509790,192.168.100.5,10.0.8.5,992,4444,Normal,
2025-10-23 20:43:40.509790,192.168.100.5,10.0.10.36,645,715,Normal,
2025-10-23 14:56:40.509790,192.168.100.5,10.0.9.44,997,1737,Normal,R
2025-10-23 16:29:40.509790,192.168.100.5,10.0.6.18,313,2530,Normal,S
2025-10-24 01:16:40.509790,192.168.100.6,10.0.7.33,372,2615,Normal,
2025-10-23 17:26:40.509790,192.168.100.6,10.0.8.25,722,3940,Begin,F
2025-10-23 13:11:40.509790,192.168.100.6,10.0.8.50,596,2365,Normal,SA
2025-10-23 11:37:40.509790,192.168.100.6,10.0.2.39,864,3879,Normal,SA
2025-10-23 16:07:40.509790,192.168.100.6,10.0.10.27,998,3446,Normal,SA
2025-10-24 00:35:40.509790,192.168.100.6,10.0.9.24,283,3942,Normal,R
2025-10-23 09:22:40.509790,192.168.100.6,10.0.3.49,31,1514,Attack,S
2025-10-23 23:07:40.509790,192.168.100.6,10.0.7.48,290,2703,Normal,S
2025-10-23 17:09:40.509790,192.168.100.6,10.0.7.5,29,3765,Begin,S
2025-10-23 10:30:40.509790,192.168.100.6,10.0.4.33,992,434,Attack,
2025-10-23 21:23:40.509790,192.168.100.6,10.0.6.20,707,3199,Normal,R
2025-10-23 19:07:40.509790,192.168.100.6,10.0.10.18,699,2512,Normal,
2025-10-23 19:43:40.509790,192.168.100.6,10.0.4.27,91,1639,Normal,S
2025-10-23 13:01:40.509790,192.168.100.6,10.0.5.40,113,196,Normal,S
2025-10-23 15:59:40.509790,192.168.100.6,10.0.10.5,92,1534,Normal,R
2025-10-23 17:49:40.509790,192.168.100.6,10.0.8.24,33,1484,Normal,R
2025-10-23 14:16:40.509790,192.168.100.6,10.0.10.1,649,2161,Attack,R
2025-10-23 12:58:40.509790,192.168.100.6,10.0.7.31,279,1243,Normal,SA
2025-10-23 22:07:40.509790,192.168.100.6,10.0.5.7,298,3322,Normal,R
2025-10-23 13:02:40.509790,192.168.100.6,10.0.2.41,43,990,Normal,F
2025-10-23 16:03:40.509790,192.168.100.6,10.0.3.27,663,4333,Normal,
2025-10-23 17:52:40.509790,192.168.100.6,10.0.9.28,691,3047,Normal,F
2025-10-24 01:11:40.509790,192.168.100.6,10.0.8.20,534,1166,Normal,S
2025-10-23 18:55:40.509790,192.168.100.6,10.0.4.15,695,2842,Normal,R
2025-10-23 09:26:40.509790,192.168.100.6,10.0.7.22,100,3211,Normal,F
2025-10-23 17:30:40.509790,192.168.100.6,10.0.6.30,643,294,Begin,SA
2025-10-23 16:26:40.509790,192.168.100.6,10.0.10.31,521,759,Normal,S
2025-10-24 00:50:40.509790,192.168.100.6,10.0.9.48,108,1949,Normal,
2025-10-23 18:26:40.509790,192.168.100.6,10.0.1.29,883,2434,Normal,R
2025-10-23 10:37:40.509790,192.168.100.6,10.0.2.39,647,1949,Normal,R
2025-10-23 15:26:40.509790,192.168.100.6,10.0.1.41,574,3218,Normal,S
2025-10-23 10:03:40.509790,192.168.100.6,10.0.9.36,712,3072,Normal,S
2025-10-23 23:09:40.509790,192.168.100.6,10.0.2.27,580,1555,Normal,F
2025-10-24 00:28:40.509790,192.168.100.6,10.0.6.42,503,1922,Normal,SA
2025-10-23 14:57:40.509790,192.168.100.6,10.0.6.8,858,3237,Normal,SA
2025-10-23 22:45:40.509790,192.168.100.6,10.0.5.19,670,1925,Normal,F
2025-10-23 12:49:40.509790,192.168.100.6,10.0.1.26,482,2602,Normal,SA
2025-10-23 19:11:40.509790,192.168.100.6,10.0.2.30,912,2147,Normal,SA
2025-10-23 20:04:40.509790,192.168.100.6,10.0.9.27,866,118,Normal,
2025-10-23 15:57:40.509790,192.168.100.6,10.0.7.26,477,127,Normal,S
2025-10-23 18:39:40.509790,192.168.100.6,10.0.3.24,84,876,Normal,S
2025-10-23 14:07:40.509790,192.168.100.6,10.0.3.2,740,1871,Normal,R
2025-10-23 16:02:40.509790,192.168.100.6,10.0.10.46,809,2759,Normal,F
2025-10-24 01:17:40.509790,192.168.100.6,10.0.10.33,503,3627,Begin,R
2025-10-23 12:52:40.509790,192.168.100.6,10.0.1.8,729,657,Normal,SA
2025-10-23 15:38:40.509790,192.168.100.6,10.0.8.20,112,964,Normal,SA
2025-10-23 20:07:40.509790,192.168.100.6,10.0.3.50,619,4592,Normal,
2025-10-23 20:12:40.509790,192.168.100.6,10.0.4.32,294,1767,Normal,SA
2025-10-23 10:11:40.509790,192.168.100.6,10.0.4.39,31,3111,Normal,S
2025-10-23 14:14:40.509790,192.168.100.6,10.0.10.17,501,1946,Attack,SA
2025-10-23 13:13:40.509790,192.168.100.7,10.0.10.21,882,3903,Normal,S
2025-10-23 09:59:40.509790,192.168.100.7,10.0.4.18,194,4944,Normal,
2025-10-23 21:48:40.509790,192.168.100.7,10.0.4.6,176,3585,Normal,S
2025-10-23 23:17:40.509790,192.168.100.7,10.0.4.45,424,2175,Normal,F
2025-10-23 21:53:40.509790,192.168.100.7,10.0.8.41,617,3890,Attack,SA
2025-10-23 20:06:40.509790,192.168.100.7,10.0.10.14,942,1057,Normal,SA
2025-10-23 20:10:40.509790,192.168.100.7,10.0.9.10,781,1106,Begin,
2025-10-23 23:07:40.509790,192.168.100.7,10.0.1.21,202,2417,Normal,
2025-10-23 23:56:40.509790,192.168.100.7,10.0.1.9,461,320,Normal,R
2025-10-23 17:40:40.509790,192.168.100.7,10.0.1.14,712,3357,Normal,R
2025-10-23 16:43:40.509790,192.168.100.7,10.0.7.42,920,3396,Normal,SA
2025-10-23 14:22:40.509790,192.168.100.7,10.0.5.47,723,4998,Normal,S
2025-10-23 22:14:40.509790,192.168.100.7,10.0.6.37,111,4483,Normal,R
2025-10-23 22:49:40.509790,192.168.100.7,10.0.2.20,710,2649,Normal,S
2025-10-23 14:35:40.509790,192.168.100.7,10.0.4.9,592,4272,Normal,
2025-10-23 20:26:40.509790,192.168.100.7,10.0.2.40,518,2632,Normal,R
2025-10-23 15:14:40.509790,192.168.100.7,10.0.3.39,337,2206,Attack,SA
2025-10-23 15:19:40.509790,192.168.100.7,10.0.5.46,128,4485,Normal,S
2025-10-23 22:25:40.509790,192.168.100.7,10.0.2.8,119,1912,Normal,
2025-10-23 15:28:40.509790,192.168.100.7,10.0.1.14,221,134,Normal,R
2025-10-23 21:06:40.509790,192.168.100.7,10.0.7.8,686,1431,Normal,S
2025-10-23 14:11:40.509790,192.168.100.7,10.0.4.36,178,1359,Begin,SA
2025-10-24 00:21:40.509790,192.168.100.7,10.0.4.19,667,4289,Begin,SA
2025-10-23 12:09:40.509790,192.168.100.7,10.0.10.24,220,3088,Normal,R
2025-10-23 17:58:40.509790,192.168.100.7,10.0.7.29,1010,614,Normal,SA
